,sensor,model,period_start,start_first,start_last,period_end,end_first,end_last,rows,regions,prov,time_lag,area_ha_101,area_ha_102,area_ha_103,area_ha_104,area_ha_105,area_ha_106,area_ha_107,area_ha_201,area_ha_202,area_ha_203,area_ha_204,area_ha_205,area_ha_206,area_ha_207,area_ha_301,area_ha_302,area_ha_303,area_ha_304,area_ha_305,area_ha_306,area_ha_307,area_ha_401,area_ha_402,area_ha_403,area_ha_404,area_ha_405,area_ha_406,area_ha_407,area_ha_501,area_ha_502,area_ha_503,area_ha_504,area_ha_505,area_ha_506,area_ha_507,area_ha_601,area_ha_602,area_ha_603,area_ha_604,area_ha_605,area_ha_606,area_ha_607,area_ha_701,area_ha_702,area_ha_703,area_ha_704,area_ha_705,area_ha_706,area_ha_707,area_ha_total_nochange,area_ha_total_correct,area_ha_total_true,area_ha_total_incorrect,area_ha_total_all,area_RS,area_BPS,compare_total_RS,compare_total_BPS,pct_101,pct_102,pct_103,pct_104,pct_105,pct_106,pct_107,pct_201,pct_202,pct_203,pct_204,pct_205,pct_206,pct_207,pct_301,pct_302,pct_303,pct_304,pct_305,pct_306,pct_307,pct_401,pct_402,pct_403,pct_404,pct_405,pct_406,pct_407,pct_501,pct_502,pct_503,pct_504,pct_505,pct_506,pct_507,pct_601,pct_602,pct_603,pct_604,pct_605,pct_606,pct_607,pct_701,pct_702,pct_703,pct_704,pct_705,pct_706,pct_707,pct_total_nochange,pct_total_correct,pct_total_true,pct_total_incorrect
22,S2,svmRadialS2,20180916_20180916,09/16/2018,09/16/2018,20180921_20180921,09/21/2018,09/21/2018,4,3517|3518|3522|3524,35,5,40552.7,123.92,200.88,0.57,73.13,129.7,2129.17,243.74,338.68,276.41,5.4,8.19,12.6,310.15,591.16,260.19,2711.18,352.84,188.3,27.06,0,5.27,3.07,33.55,2119.79,379.66,47.69,2129.17,259.41,1.14,145.94,96.71,1032.31,10.87,0,11786.48,193.08,1539.63,2072.59,1018.73,86.98,0,24766.55,441.72,0,0,0,0,63357.12,110198.76,45812.99,156011.75,4051.68,160063.43,84154.41582,87336,190.2020571,183.2731405,25.3353936,0.077419308,0.125500247,0.000356109,0.045688138,0.081030377,1.330203907,0.152277132,0.211591117,0.17268779,0.003373663,0.005116722,0.007871879,0.193766934,0.369328584,0.162554307,1.693816008,0.22043761,0.117640863,0.016905798,0,0.003292445,0.00191799,0.02096044,1.32434373,0.237193468,0.029794438,1.330203907,0.162067001,0.000712218,0.091176354,0.060419797,0.644938072,0.006791058,0,7.363630781,0.120627179,0.961887422,1.294855421,0.636453936,0.054340957,0,15.47295969,0.275965597,0,0,0,0,39.58250801,68.84693149,28.62177201,97.4687035,2.531296499
23,S2,svmRadialS2,20180921_20180921,09/21/2018,09/21/2018,20180926_20180926,09/26/2018,09/26/2018,4,3517|3518|3522|3524,35,5,99752.33,328.71,844.19,9.02,134.76,2024.64,6193.18,387.77,438,364.19,3.59,2.57,45.61,120.07,579.58,216.42,3305.4,480.71,203.56,121.92,0,15.09,1.26,48.8,4017.2,553.91,11.64,6193.18,612.43,2.82,163.63,204.07,1670.84,46.53,0,180.52,12.13,28.85,47.41,16.48,29.51,0,24766.55,265.45,1144.84,874.57,356.45,57.3,51180.2,160393.48,36491.45,196884.93,11172.95,208057.88,84154.41582,87336,247.2334672,238.2269396,47.94450948,0.15798969,0.40574767,0.004335332,0.064770438,0.973113828,2.976662071,0.186376022,0.210518342,0.175042637,0.001725481,0.001235233,0.021921784,0.057709903,0.278566714,0.104019132,1.588692531,0.231046284,0.097838159,0.058599078,0,0.007252789,0.000605601,0.023455012,1.930808869,0.266228801,0.005594597,2.976662071,0.29435559,0.001355392,0.078646384,0.098083283,0.803064993,0.022363969,0,0.086764318,0.005830108,0.013866334,0.022786928,0.007920873,0.014183553,0,11.90368276,0.127584689,0.550250728,0.420349376,0.171322519,0.027540413,24.59902023,77.090798,17.53908576,94.62988376,5.370116239
24,S2,svmRadialS2,20180603_20180603,06/03/2018,06/03/2018,20180613_20180613,06/13/2018,06/13/2018,4,3517|3518|3522|3524,35,10,4731.49,170.45,31.27,3.21,15.47,119.72,4570.63,99.25,22.23,3.16,5.77,0.96,6.86,136.2,176.88,125.67,919.24,685.94,205.55,162.42,297.93,0.07,48.78,134.58,1083.63,435.94,220.37,4570.63,79.7,43.89,105.36,84.84,420.28,191.41,829.6,1418.21,3227.14,10827.19,5473.2,2012.06,13942.84,8045.46,24766.55,3234.68,701.23,234.17,147.47,4962.91,139036,160155.71,66623.83,226779.54,11988.95,238768.49,84154.41582,87336,283.7266324,273.3906865,1.981622449,0.071387142,0.013096368,0.001344399,0.006479079,0.050140619,1.914251751,0.041567461,0.009310274,0.001323458,0.002416567,0.000402063,0.002873076,0.057042703,0.074080127,0.052632573,0.384992174,0.287282463,0.086087574,0.068024051,0.124777771,2.93E-05,0.020429831,0.056364221,0.453841292,0.18257853,0.092294423,1.914251751,0.033379614,0.018381822,0.044126426,0.035532327,0.176019876,0.080165519,0.347449532,0.59396866,1.351577002,4.534597509,2.292262266,0.842682382,5.839480746,3.369565222,10.37262078,1.354734873,0.293686156,0.09807408,0.061762756,2.078544786,58.23046416,67.07573097,27.90310815,94.97883913,5.021160874
25,S2,svmRadialS2,20180608_20180608,06/08/2018,06/08/2018,20180618_20180618,06/18/2018,06/18/2018,4,3517|3518|3522|3524,35,10,29450.38,994.88,182.06,69.9,73.71,480.1,16428.46,456.05,422.89,200.07,92.96,103.23,264.83,846.9,1303.99,926.18,6513.07,3463.97,940.97,3979.16,1826.09,119.35,386.64,264.93,4832.7,1904.7,657.44,16428.46,696.34,117.48,278.83,680.93,1318.27,672.1,2751.88,2076.77,653.65,2676.75,1989.95,1099.57,2420.34,1404.62,24766.55,2322.96,1142.14,971.37,401.12,1631.4,93026.19,137983.84,70058.28,208042.12,28671.16,236713.28,84154.41582,87336,281.2844432,271.0374645,12.44137211,0.420289052,0.076911612,0.029529395,0.031138937,0.202819208,6.940235884,0.192659237,0.178650729,0.084519973,0.039271138,0.043609721,0.111877965,0.357774604,0.550873191,0.391266599,2.751459487,1.463361075,0.397514664,1.681004124,0.771435384,0.050419647,0.163336844,0.11192021,2.04158381,0.804644336,0.277736847,6.940235884,0.29417023,0.049629662,0.117792293,0.287660244,0.556905806,0.283929993,1.162537226,0.877335653,0.276135754,1.130798407,0.840658369,0.464515552,1.022477488,0.593384537,10.46267873,0.981339112,0.482499334,0.410357205,0.169453949,0.689188203,39.29910058,58.29155001,29.59626093,87.88781094,12.11218906
26,S2,svmRadialS2,20180613_20180613,06/13/2018,06/13/2018,20180623_20180623,06/23/2018,06/23/2018,4,3517|3518|3522|3524,35,10,13295.17,931.3,95.96,4.83,26.85,1363.64,11144.11,323.08,377.9,165.63,12.56,9.95,2973.21,2992.16,163.53,293.42,3046.58,1175.02,274.07,6844.08,928.33,14.22,60.92,153.22,1364.78,223.38,3661.7,11144.11,210.2,27.69,112.68,260.32,324.19,525.95,1778.16,3213.88,449.81,1802.97,1456.4,647.45,6784.85,5311.13,24766.55,2161.8,464.77,566.94,503.03,1965.36,116068.66,141262.13,71157.14,212419.27,20047.23,232466.5,84154.41582,87336,276.2380295,266.1748878,5.719176742,0.400616863,0.041279066,0.002077719,0.011550051,0.586596348,4.793856319,0.138979165,0.162561057,0.071248976,0.005402929,0.004280187,1.278984284,1.287135996,0.07034562,0.126220337,1.310545821,0.505457776,0.117896557,2.944114528,0.39933926,0.00611701,0.026205926,0.065910572,0.587086742,0.096091265,1.575151689,4.793856319,0.090421631,0.011911394,0.0484715,0.111981726,0.139456653,0.226247653,0.764910213,1.382513179,0.193494547,0.775582718,0.626498872,0.278513248,2.918635588,2.284686181,10.65381464,0.929940443,0.199929882,0.243880301,0.216388168,0.845437945,49.9291984,60.766661,30.60963193,91.37629293,8.623707072
27,S2,svmRadialS2,20180618_20180618,06/18/2018,06/18/2018,20180628_20180628,06/28/2018,06/28/2018,4,3517|3518|3522|3524,35,10,43018.31,243.3,357.41,206.71,157.41,617.98,18942.44,1404.25,1099.02,326.84,296.45,122.7,290.16,2308.08,710.56,936.08,5036.3,2448.79,255.88,876.72,1003.62,396.02,2.63,336.66,6002.78,844.48,1669.24,18942.44,987.71,9.13,387.94,427.6,603.84,352.14,3074.57,2266.72,1565.89,2377.48,1579.52,447.01,499.59,1407.5,24766.55,877.84,994.28,247.41,326.73,1455.22,77582.06,133841.9,67376.26,201218.16,29871.83,231089.99,84154.41582,87336,274.602334,264.5987794,18.61539308,0.10528366,0.154662692,0.089450002,0.068116321,0.267419632,8.196997196,0.607663707,0.475580963,0.141434079,0.128283358,0.053096199,0.125561475,0.998779739,0.307481947,0.405071635,2.17936744,1.059669439,0.110727427,0.379384672,0.434298344,0.171370469,0.001138085,0.145683506,2.597594123,0.365433397,0.722333321,8.196997196,0.42741358,0.003950842,0.167873996,0.185036141,0.261300803,0.152382195,1.330464379,0.98088195,0.677610484,1.02881133,0.683508619,0.193435466,0.216188507,0.609070086,10.71727512,0.379869331,0.430256629,0.107062188,0.141386479,0.62972005,33.57222872,57.91765364,29.15585396,87.0735076,12.9264924
28,S2,svmRadialS2,20180623_20180623,06/23/2018,06/23/2018,20180703_20180703,07/03/2018,07/03/2018,4,3517|3518|3522|3524,35,10,8149.05,1017.02,196.68,4.61,13.96,3809.36,34190.77,276.07,141.53,128.57,24.22,17.19,836.72,2926.5,152.68,179.76,414.24,178.63,91.98,4827.06,0,4.62,122.04,89.73,409.66,192.94,4022.3,34190.77,312.52,139.77,144.83,28.34,309.18,1075.59,0,968.81,1896.77,817.38,167.24,243.75,20050.31,0,24766.55,7784.82,0,0,0,0,114447.15,143921.12,87652.64,231573.76,38187.91,269761.67,84154.41582,87336,320.5555732,308.877977,3.020833167,0.377006859,0.072908801,0.001708916,0.005174938,1.412120558,12.67443592,0.102338483,0.052464829,0.047660589,0.008978296,0.006372292,0.310170085,1.084846487,0.056598108,0.066636598,0.153557768,0.06621771,0.034096764,1.789379492,0,0.001712623,0.045239933,0.033262694,0.151859973,0.071522392,1.491056902,12.67443592,0.11585041,0.051812402,0.053688131,0.01050557,0.11461228,0.398718617,0,0.359135529,0.703128061,0.303000793,0.061995464,0.090357537,7.432601526,0,9.180900311,2.885813985,0,0,0,0,42.42528229,53.35121183,32.4926221,85.84383393,14.15616607
29,S2,svmRadialS2,20180628_20180628,06/28/2018,06/28/2018,20180708_20180708,07/08/2018,07/08/2018,4,3517|3518|3522|3524,35,10,70256.45,421.88,404.04,363.21,344.83,131.06,12131.87,288.81,2355.8,1444.17,122.59,3.11,161.68,364.71,566.15,445.85,4421.72,3384.52,232.43,46.46,723.08,24.68,19.58,224.17,7686.03,1131.61,48.39,12131.87,677.94,10.36,108.03,569.33,583.62,8.37,800.95,1233.12,166.68,602.44,1673.9,539.82,127.37,1434.75,24766.55,1208.2,1316.81,475.65,374.12,53.28,64262.9,149693.89,52313.53,202007.42,18867.52,220874.94,84154.41582,87336,262.4638741,252.9025144,31.8082486,0.191004013,0.182927045,0.164441471,0.15612002,0.059336745,5.492642126,0.130757251,1.066576407,0.653840585,0.055501996,0.001408037,0.073199794,0.165120588,0.256321518,0.201856308,2.001911127,1.532324129,0.105231494,0.021034528,0.327370774,0.011173744,0.008864745,0.101491822,3.479810792,0.512330643,0.021908325,5.492642126,0.306933869,0.004690437,0.04891003,0.257761247,0.264230972,0.003789475,0.362626018,0.558288776,0.075463518,0.27275163,0.757849668,0.244400746,0.057666116,0.649575728,11.21292891,0.547006374,0.596178996,0.215348106,0.169380918,0.024122248,29.09469947,67.77314348,23.68468329,91.45782677,8.542173232
30,S2,svmRadialS2,20180703_20180703,07/03/2018,07/03/2018,20180713_20180713,07/13/2018,07/13/2018,4,3517|3518|3522|3524,35,10,16509.18,17.43,170.59,23.3,48.72,716.76,10772.38,1863.76,112.37,904.71,607.96,112.68,680.53,6926.33,181.96,30.97,621.92,292.84,110.83,230.93,320.5,0.48,0.01,10.04,264.8,105.51,269.37,10772.38,74.25,0.09,45.6,37.9,126.59,213.43,370.65,4849.39,1237.93,4153.47,10058.3,4649.79,4954.14,4596.41,24766.55,323.16,1117.92,268.16,253.05,1136.96,95968.71,118557.71,71147.64,189705.35,22176.34,211881.69,84154.41582,87336,251.7772691,242.6052143,7.791697338,0.008226289,0.080511912,0.010996703,0.022993964,0.338283124,5.084148611,0.879622963,0.053034314,0.426988288,0.286933713,0.053180622,0.321183959,3.268961089,0.085878114,0.014616648,0.293522295,0.138209205,0.052307493,0.108990069,0.15126366,0.000226542,4.72E-06,0.004738493,0.124975405,0.049796658,0.127132269,5.084148611,0.035043141,4.25E-05,0.021521444,0.017887341,0.059745606,0.100730743,0.17493253,2.288725373,0.584255298,1.960277927,4.747130344,2.194521858,2.33816334,2.169328553,11.68885806,0.152519078,0.527615199,0.126561196,0.119429857,0.536601346,45.29353622,55.95467452,33.57894682,89.53362133,10.46637867
31,S2,svmRadialS2,20180708_20180708,07/08/2018,07/08/2018,20180718_20180718,07/18/2018,07/18/2018,4,3517|3518|3522|3524,35,10,93976.36,463.5,748.43,71.22,357.99,186.54,15874.8,469.01,1725.8,1298.98,183.68,8.72,62.07,889.13,223.25,187.73,3622.94,2950.21,380.03,111.92,1069.22,14.66,32.83,83.83,7695.34,2009.76,63.21,15874.8,759.52,8.87,109.13,100.11,851.91,29.53,1359.38,160.84,111.58,120.34,32.77,25.08,73.42,56.71,24766.55,272.63,1034,350.74,415.33,65.55,62592.21,170537.98,51193.8,221731.78,22200.38,243932.16,84154.41582,87336,289.862579,279.3031052,38.52561302,0.190011846,0.306818912,0.029196642,0.146758017,0.076472081,6.507874976,0.192270671,0.707491788,0.53251691,0.075299624,0.003574764,0.025445599,0.364498884,0.091521348,0.076959922,1.485224416,1.209438723,0.155793316,0.045881609,0.438326787,0.006009868,0.01345866,0.034366112,3.15470498,0.823901203,0.025912942,6.507874976,0.311365258,0.003636257,0.044737848,0.041040099,0.349240543,0.012105825,0.557277892,0.065936365,0.045742226,0.049333388,0.013434063,0.010281547,0.030098532,0.023248267,10.15304829,0.111764681,0.423888347,0.143785879,0.170264552,0.026872225,25.65967931,69.9120526,20.98690062,90.89895322,9.101046783
32,S2,svmRadialS2,20180713_20180713,07/13/2018,07/13/2018,20180723_20180723,07/23/2018,07/23/2018,4,3517|3518|3522|3524,35,10,56144.93,576.92,267.15,32.41,195.85,444.3,13459.79,48.24,1027.76,417.62,14.65,0.1,102.25,113.82,394.2,295.65,3415.53,1907.82,245.77,175.81,606.91,15.68,18.79,122.2,7231.87,1593.27,75.52,13459.79,739.18,18.95,230.02,248.01,1675.95,103.01,2400.36,3380.55,145.63,738.17,1227.93,913.42,444.26,1434.55,24766.55,1228.35,1303.35,396.59,382.23,643.28,70272.48,140212.78,55898.19,196110.97,18986.45,215097.42,84154.41582,87336,255.5984946,246.2872355,26.10209365,0.268213352,0.124199537,0.015067591,0.091051766,0.206557568,6.257532052,0.022427047,0.477811403,0.194153886,0.006810867,4.65E-05,0.0475366,0.052915558,0.183265796,0.137449347,1.587899102,0.886956245,0.114259855,0.081735058,0.282155872,0.00728972,0.008735577,0.056811467,3.362137026,0.740720182,0.035109673,6.257532052,0.343648938,0.008809962,0.106937591,0.115301244,0.779158578,0.047889928,1.115940861,1.571636703,0.067704206,0.343179384,0.570871561,0.424654094,0.206538972,0.666930361,11.51410835,0.571066822,0.605934743,0.184376921,0.177700876,0.299064489,32.67007108,65.18570981,25.98738283,91.17309264,8.826907361
33,S2,svmRadialS2,20180718_20180718,07/18/2018,07/18/2018,20180728_20180728,07/28/2018,07/28/2018,4,3517|3518|3522|3524,35,10,102528.26,588.61,846.02,69.26,454.9,22.86,11349.47,436.64,1378.67,648.49,75.36,19.44,9.94,252.09,486.32,304.59,3965.04,1836.57,432.41,20.83,0,7.87,0.08,152.1,8317.56,2908.21,0,11349.47,693.06,7.26,246.48,241.19,2870.68,0.1,0,183.62,66.55,159.84,76.08,61.6,57.91,0,24766.55,761.89,1102.48,251.19,371.68,38.23,64886.8,184004.92,44598.17,228603.09,16701.16,245304.25,84154.41582,87336,291.4930222,280.8741527,41.79636513,0.239951,0.344885994,0.028234325,0.185443179,0.00931904,4.62669114,0.177999362,0.562024506,0.264361502,0.030721033,0.007924853,0.004052111,0.102766259,0.198251763,0.124168252,1.616376398,0.748690657,0.176274973,0.008491496,0,0.003208261,3.26E-05,0.062004633,3.390711739,1.185552227,0,4.62669114,0.282530776,0.00295959,0.100479303,0.098322797,1.170252859,4.08E-05,0,0.074853982,0.027129575,0.065159898,0.031014546,0.025111673,0.023607418,0,10.09625801,0.310589808,0.449433713,0.102399367,0.151517962,0.015584728,26.45155964,75.01089769,18.18075716,93.19165485,6.808345147
34,S2,svmRadialS2,20180723_20180723,07/23/2018,07/23/2018,20180802_20180802,08/02/2018,08/02/2018,4,3517|3518|3522|3524,35,10,55947.15,1535.1,462.31,31.53,319.96,1971.54,44835.18,622.66,602.51,294.14,19.93,11.01,846.58,924.37,434.86,370.91,1733.24,860.97,299.74,1900.38,922,3.81,260.23,200.96,2939.04,1389.13,3238.08,44835.18,275.9,168.49,151.86,90,944.95,1134.97,2251.28,1086.4,76.83,210.94,90.34,120.17,328.43,123.43,24766.55,1379.6,1028.58,87.15,208.28,758.36,74634.83,137130.15,89178.66,226308.81,51421.03,277729.84,84154.41582,87336,330.0240841,318.0015572,20.14445045,0.552731388,0.166460327,0.011352759,0.115205482,0.709876908,16.14345077,0.224196291,0.216941039,0.105908677,0.007176038,0.003964284,0.304821405,0.332830639,0.156576621,0.133550648,0.6240741,0.310002699,0.107925025,0.684254886,0.331977291,0.001371837,0.09369897,0.072358087,1.058237026,0.500173118,1.165910008,16.14345077,0.099341144,0.06066687,0.054679036,0.032405592,0.340240717,0.408659725,0.81060069,0.391171507,0.027663574,0.075951507,0.032528014,0.043268667,0.118255208,0.04444247,8.917496946,0.496741726,0.370352714,0.031379415,0.074993742,0.273056723,26.87317647,49.375375,32.10985899,81.485234,18.514766
35,S2,svmRadialS2,20180728_20180728,07/28/2018,07/28/2018,20180807_20180807,08/07/2018,08/07/2018,4,3517|3518|3522|3524,35,10,104594.41,323.75,280.69,17,251.66,9.28,14314.43,483.09,1541.15,767.24,12.72,0.14,6.93,346.87,623.08,286.8,3755.55,1082.1,607.06,17.05,781.77,10.45,0.41,74.87,5416.33,2875.56,7.35,14314.43,1589.29,17.98,172.4,145.35,2880.1,0.87,2325.13,15.9,26.53,55.39,0,0.06,49.57,2.93,24766.55,416.36,0,0,0,0,61806.6,180043.71,49103.77,229147.48,17925.7,247073.18,84154.41582,87336,293.5950272,282.8995832,42.33337265,0.131034052,0.113606017,0.006880553,0.101856462,0.003755972,5.793599289,0.195525067,0.623762563,0.310531479,0.005148272,5.67E-05,0.002804837,0.140391604,0.252184393,0.116078969,1.520015244,0.437967407,0.245700484,0.006900789,0.316412328,0.004229516,0.000165943,0.030302763,2.19219666,1.163849512,0.002974827,5.793599289,0.643246669,0.007277196,0.069776898,0.058828724,1.165687024,0.000352122,0.941069363,0.00643534,0.010737709,0.022418459,0,2.43E-05,0.020062882,0.001185883,10.02397346,0.168516874,0,0,0,0,25.0155035,72.87060052,19.8741806,92.74478112,7.255218879
36,S2,svmRadialS2,20180802_20180802,08/02/2018,08/02/2018,20180812_20180812,08/12/2018,08/12/2018,4,3517|3518|3522|3524,35,10,49961.58,339.45,337.13,47.63,309.86,186.32,12052.06,1192.42,351.52,667.86,299.36,126.75,56.64,1213.75,494.14,145.35,1735.97,625.46,564.28,42.27,466.04,90.42,30.36,145.91,2239,874.79,22.41,12052.06,783.78,12.92,174.56,131.5,1093.82,18.95,1080.52,2610.85,441.27,1423.2,1035.55,1976.25,209.29,2294.77,24766.55,1142.83,1446.01,402.73,576.97,43.22,69583.62,125174.8,53647.12,178821.92,19098.03,197919.95,84154.41582,87336,235.1866483,226.6189773,25.24332691,0.171508734,0.170336543,0.024065285,0.156558245,0.09413907,6.089360875,0.6024759,0.177607159,0.337439455,0.15125307,0.064041043,0.028617631,0.613252984,0.249666595,0.073438782,0.877107133,0.316016652,0.285105165,0.021357119,0.235468936,0.045685137,0.015339535,0.073721724,1.131265443,0.441991825,0.01132276,6.089360875,0.396008588,0.006527892,0.088197274,0.066441003,0.552657779,0.009574578,0.545937891,1.319144432,0.222953775,0.719078597,0.523216583,0.998509751,0.105744772,1.159443502,12.51341767,0.577420316,0.730603459,0.203481256,0.291516848,0.021837111,35.15745634,63.24516553,27.1054636,90.35062913,9.649370869
37,S2,svmRadialS2,20180807_20180807,08/07/2018,08/07/2018,20180817_20180817,08/17/2018,08/17/2018,4,3517|3518|3522|3524,35,10,96042.85,608.62,175.17,24.68,233.4,15.6,13032.35,280.97,1594.1,516.7,5.82,0.13,8.82,206.44,543.64,277.66,2756.15,641.14,282.39,7.75,597.41,15.2,0.03,109.66,3795.37,1447.37,0,13032.35,1471.92,15.57,185.63,140.55,2606.46,0.17,2194.28,12.65,5.97,13.55,7.03,2.98,43.21,5.66,24766.55,1019.83,1372.09,517.66,477.68,31.83,63457.45,170295.59,46075.48,216371.07,18229.42,234600.49,84154.41582,87336,278.7738323,268.6183132,40.93889574,0.259428273,0.074667363,0.010520012,0.099488283,0.006649602,5.5551248,0.119765308,0.679495597,0.220246769,0.002480813,5.54E-05,0.003759583,0.087996406,0.231730121,0.118354399,1.174827043,0.273290137,0.120370593,0.003303488,0.254649937,0.0064791,1.28E-05,0.046743295,1.617801395,0.616950971,0,5.5551248,0.627415569,0.006636815,0.079126007,0.059910361,1.111020697,7.25E-05,0.935326265,0.005392146,0.002544752,0.005775777,0.002996584,0.001270245,0.018418546,0.002412612,10.55690463,0.434709237,0.584862376,0.220655976,0.203614238,0.013567747,27.04915493,72.58961394,19.63997603,92.22958997,7.770410028
38,S2,svmRadialS2,20180812_20180812,08/12/2018,08/12/2018,20180822_20180822,08/22/2018,08/22/2018,4,3517|3518|3522|3524,35,10,72576.89,372.58,642.32,135.83,609.97,60.39,19068.63,472.99,772.44,535.57,43.19,27.01,6.34,556.18,437.02,433.95,2999.49,894.61,403.46,17.93,764.8,56.11,10.6,158.74,2352.98,1039.17,1.19,19068.63,1206.92,49.38,444.23,325.14,1664.29,7.58,1812.88,277.54,91.99,90.38,20.9,36.19,27.17,26.7,24766.55,689.52,1254.46,422.3,464.64,17.14,61424,141817.26,51545.93,193363.19,26275.72,219638.91,84154.41582,87336,260.9951098,251.4872561,33.04373073,0.169632967,0.292443629,0.061842412,0.277714909,0.027495128,8.681808701,0.215348911,0.35168632,0.24384113,0.019664093,0.012297457,0.002886556,0.253224713,0.198972031,0.197574282,1.365646005,0.407309433,0.183692407,0.008163399,0.348207884,0.025546475,0.004826103,0.072273169,1.071294699,0.473126551,0.000541798,8.681808701,0.549501907,0.022482355,0.202254692,0.14803388,0.757739146,0.003451119,0.825391093,0.126361946,0.041882379,0.041149357,0.009515618,0.016477044,0.012370304,0.012156316,11.27603028,0.313933446,0.571146524,0.192270122,0.211547216,0.007803717,27.96590094,64.56836815,23.46848744,88.03685558,11.96314442
39,S2,svmRadialS2,20180817_20180817,08/17/2018,08/17/2018,20180827_20180827,08/27/2018,08/27/2018,4,3517|3518|3522|3524,35,10,41166.21,142.17,995.47,19.52,56.37,4990.89,50588.43,100.43,61.16,1650.25,87.35,9.35,633.14,1001.37,269.1,15.98,1869.23,1006.48,311.5,1001.42,687.44,40.77,8.54,299.72,1354.3,1191.65,1136.61,50588.43,1044.98,5.14,333.58,53.45,914.24,939.02,1784.39,13.26,0.32,34.38,0.14,0.14,56.46,3.96,24766.55,239.91,1089.55,402.09,263.14,777.72,69765.52,115187.12,91273.66,206460.78,57310.44,263771.22,84154.41582,87336,313.4371707,302.0188926,15.60678606,0.053898981,0.37739902,0.007400352,0.021370792,1.892128338,19.17890436,0.038074662,0.02318676,0.625636868,0.033115819,0.003544739,0.240033769,0.379635807,0.102020228,0.00605828,0.708655781,0.381573092,0.118094764,0.379654763,0.26061979,0.015456576,0.003237654,0.113628773,0.513437364,0.451774079,0.430907511,19.17890436,0.396169074,0.001948658,0.126465655,0.020263773,0.346603394,0.355997898,0.676491544,0.005027084,0.000121317,0.013034022,5.31E-05,5.31E-05,0.021404913,0.001501301,9.389405713,0.09095382,0.413066293,0.15243892,0.099760694,0.29484642,26.44925402,43.66932829,34.603343,78.27267129,21.72732871
40,S2,svmRadialS2,20180822_20180822,08/22/2018,08/22/2018,20180901_20180901,09/01/2018,09/01/2018,4,3517|3518|3522|3524,35,10,43057.22,203.86,1009.71,37.96,57.76,2761.69,49754.01,152.78,196.34,960.52,16.06,17.27,505.59,587.92,421.33,16.2,2003.19,1057.55,407.22,2257.38,0,56.18,1.87,153.48,1539,983.25,1462.05,49754.01,857.63,2.92,467.36,200.62,1188.44,1547.4,0,35.04,3.55,18.13,0.45,0.68,80.34,0,24766.55,185.41,0,0,0,0,76397.71,124462.24,87516.44,211978.68,53204.95,265183.63,84154.41582,87336,315.1155259,303.6361065,16.23675639,0.076875032,0.380758797,0.014314609,0.021781133,1.041425521,18.76209704,0.057612908,0.074039261,0.362209387,0.006056181,0.006512468,0.190656565,0.221702976,0.158882356,0.006108974,0.755397307,0.398799126,0.153561515,0.85125164,0,0.02118532,0.000705172,0.057876876,0.580352566,0.370780806,0.551334937,18.76209704,0.323409858,0.001101124,0.17624014,0.075653237,0.448157377,0.583520182,0,0.013213485,0.001338695,0.006836772,0.000169694,0.000256426,0.030295988,0,9.339396252,0.069917589,0,0,0,0,28.80936127,46.93436016,33.00220304,79.9365632,20.0634368
