,sensor,model,period_start,start_first,start_last,period_end,end_first,end_last,rows,regions,prov,time_lag,area_ha_101,area_ha_102,area_ha_103,area_ha_104,area_ha_105,area_ha_106,area_ha_107,area_ha_201,area_ha_202,area_ha_203,area_ha_204,area_ha_205,area_ha_206,area_ha_207,area_ha_301,area_ha_302,area_ha_303,area_ha_304,area_ha_305,area_ha_306,area_ha_307,area_ha_401,area_ha_402,area_ha_403,area_ha_404,area_ha_405,area_ha_406,area_ha_407,area_ha_501,area_ha_502,area_ha_503,area_ha_504,area_ha_505,area_ha_506,area_ha_507,area_ha_601,area_ha_602,area_ha_603,area_ha_604,area_ha_605,area_ha_606,area_ha_607,area_ha_701,area_ha_702,area_ha_703,area_ha_704,area_ha_705,area_ha_706,area_ha_707,area_ha_total_nochange,area_ha_total_correct,area_ha_total_true,area_ha_total_incorrect,area_ha_total_all,area_RS,area_BPS,compare_total_RS,compare_total_BPS,pct_101,pct_102,pct_103,pct_104,pct_105,pct_106,pct_107,pct_201,pct_202,pct_203,pct_204,pct_205,pct_206,pct_207,pct_301,pct_302,pct_303,pct_304,pct_305,pct_306,pct_307,pct_401,pct_402,pct_403,pct_404,pct_405,pct_406,pct_407,pct_501,pct_502,pct_503,pct_504,pct_505,pct_506,pct_507,pct_601,pct_602,pct_603,pct_604,pct_605,pct_606,pct_607,pct_701,pct_702,pct_703,pct_704,pct_705,pct_706,pct_707,pct_total_nochange,pct_total_correct,pct_total_true,pct_total_incorrect
82,S2,svmRadialS2,20180817_20180817,08/17/2018,08/17/2018,20180906_20180906,09/06/2018,09/06/2018,4,3517|3518|3522|3524,35,20,75000.31,802.29,729.28,139.75,229.37,434.59,18720.78,357.05,896.19,1139.76,388.58,14.03,71.19,676.24,660.55,131.12,1295.32,1771.54,312.64,73.28,916.7,235.83,8.58,28.93,896.83,1459.13,52.32,18720.78,3262.06,47.35,123.83,60.72,511.72,36.61,1032.51,17.65,6.4,22.34,4.94,0.49,40.71,16.13,24766.55,577.96,1666.36,811.72,659.97,145.33,53508.28,132149.36,54672.92,186822.28,26660.31,213482.59,84154.41582,87336,253.6796054,244.43825,35.13181567,0.375810505,0.341610995,0.065462013,0.107442017,0.203571636,8.769230315,0.167250172,0.419795357,0.53388897,0.182019527,0.006571964,0.033346982,0.316765878,0.309416332,0.061419528,0.606756738,0.829828793,0.146447539,0.034325984,0.429402697,0.110468025,0.004019063,0.013551456,0.420095147,0.683488991,0.024507853,8.769230315,1.528021559,0.022179795,0.05800473,0.0284426,0.239701045,0.017148939,0.483650681,0.008267653,0.002997903,0.010464554,0.002314006,0.000229527,0.019069471,0.007555651,11.60120364,0.270729337,0.780560138,0.380227727,0.309144647,0.068075809,25.06447013,61.90170355,25.61001344,87.511717,12.488283
83,S2,svmRadialS2,20180822_20180822,08/22/2018,08/22/2018,20180911_20180911,09/11/2018,09/11/2018,4,3517|3518|3522|3524,35,20,70154.17,434.83,555.39,82.45,205.41,208.07,13069.78,172.09,509.65,1085.96,226.52,7.91,16.27,416.4,588.07,84.11,2229.45,2047.78,442.29,27.77,736.68,122.21,2.58,24.34,1114.01,1625.93,6.57,13069.78,2386.52,10.74,217.26,110.94,847.22,12.99,665.78,45.82,2.14,25.58,5.79,3.24,45.75,9.49,24766.55,278.96,1197.59,696.01,422.03,26.1,57814.06,132714.31,46908.65,179622.96,19234.07,198857.03,84154.41582,87336,236.3001728,227.6919369,35.27869746,0.218664636,0.279291107,0.041461949,0.103295317,0.104632962,6.572450569,0.086539561,0.256289657,0.546100885,0.113910984,0.003977732,0.008181758,0.209396671,0.295725024,0.042296719,1.121132102,1.02977501,0.222416075,0.013964807,0.370457107,0.061456213,0.001297415,0.012239949,0.560206496,0.817637677,0.003303881,6.572450569,1.200118497,0.005400865,0.109254372,0.055788825,0.426044782,0.006532331,0.334803351,0.02304168,0.00107615,0.012863513,0.00291164,0.001629311,0.023006479,0.004772273,12.45445032,0.140281689,0.602236692,0.350005227,0.21222785,0.013125007,29.07317886,66.73855584,23.58913336,90.32768919,9.672310805
84,S2,svmRadialS2,20180827_20180827,08/27/2018,08/27/2018,20180916_20180916,09/16/2018,09/16/2018,4,3517|3518|3522|3524,35,20,13584.6,251.75,312.77,18.75,79.11,1568.83,17751.03,69.89,21.11,20.46,9.64,4.07,56.44,285.62,526.39,155.68,1324.52,1341.6,234.99,1149.93,1198.92,39.67,3.86,31.99,737.61,352.4,586.01,17751.03,849.5,5.18,89.59,61.72,205.22,416.2,1121.73,1448.83,131.92,571.81,126.53,298.49,2200.79,2163.61,24766.55,579.59,1584.41,290.74,352.79,5911.23,84558.66,102632.51,55628.28,158260.79,28942.97,187203.76,84154.41582,87336,222.4526879,214.3489054,7.256585017,0.134479137,0.167074636,0.010015824,0.042258767,0.838033381,9.482197366,0.037333652,0.011276483,0.010929268,0.005149469,0.002174102,0.030148967,0.152571722,0.281185592,0.083160723,0.707528524,0.716652272,0.125526325,0.614266508,0.640435854,0.021190814,0.002061924,0.017088332,0.394014522,0.188244082,0.313033242,9.482197366,0.453783621,0.002767038,0.047856945,0.032969423,0.109623867,0.222324594,0.599202708,0.773932105,0.07046867,0.305447925,0.067589454,0.159446584,1.175612071,1.155751359,13.22972893,0.309603824,0.846355864,0.15530671,0.188452411,3.157644911,45.16931711,54.8239576,29.71536469,84.53932229,15.46067771
85,S2,svmRadialS2,20180901_20180901,09/01/2018,09/01/2018,20180921_20180921,09/21/2018,09/21/2018,4,3517|3518|3522|3524,35,20,23523.57,341.65,288.98,66.69,124.78,26.7,7448.57,177.47,69.62,110.18,29.9,1.75,1.11,206.52,1481.17,225.98,965.22,915.75,207.48,23.22,768.12,192.2,4.55,78.08,1122.24,394.92,23.38,7448.57,1304.06,3.5,66.59,227.78,387.3,9.94,655.32,3951.48,176.81,965.99,1130.54,753.89,64.81,1060.19,24766.55,513.33,2323.6,1146.87,781.7,77.11,52884.05,79016.81,44754.55,123771.36,15748.42,139519.78,84154.41582,87336,165.7902068,159.7505954,16.86038352,0.244875673,0.207124753,0.047799674,0.089435347,0.019137071,5.338719714,0.127200602,0.049899735,0.078970881,0.021430653,0.001254302,0.000795586,0.148022022,1.06162008,0.161969865,0.691815884,0.656358546,0.148710097,0.016642801,0.550545593,0.137758245,0.003261186,0.055963391,0.804359067,0.283056639,0.016757481,5.338719714,0.934677506,0.002508605,0.047728,0.163260005,0.277595048,0.007124438,0.469696842,2.832200567,0.126727551,0.692367778,0.810308044,0.540346322,0.046452195,0.759885086,17.75128229,0.367926326,1.665426938,0.822012477,0.56027898,0.055268149,37.90433873,56.63484418,32.07756635,88.71241053,11.28758947
86,S2,svmRadialS2,20180906_20180906,09/06/2018,09/06/2018,20180926_20180926,09/26/2018,09/26/2018,4,3517|3518|3522|3524,35,20,78859.91,530.33,1459.43,188.28,209.47,2650.26,12001.64,669.76,431.53,785.26,172.82,14.1,89.77,322.13,689.12,124.83,1866.56,1867.9,299.44,69.72,163.98,190.13,2.15,40.06,1950.88,1271.55,14.21,12001.64,2101.26,6.19,180.64,104.52,450.04,79.49,306.23,611.36,3.72,70.01,142.89,59.07,36.39,25.56,24766.55,260.78,1532.15,1208.53,629.41,144.36,45217.75,128813.06,48383.51,177196.57,19677.19,196873.76,84154.41582,87336,233.9434694,225.4210864,40.05607959,0.269375665,0.741302447,0.095634888,0.10639813,1.346172288,6.096109507,0.340197698,0.219191222,0.398864734,0.08778214,0.00716195,0.045597748,0.163622618,0.350031411,0.063406114,0.94809994,0.948780579,0.152097466,0.035413556,0.083291953,0.096574577,0.00109207,0.020348065,0.990929416,0.645870735,0.007217823,6.096109507,1.067313389,0.003144147,0.091754229,0.053089858,0.228593186,0.040376127,0.155546377,0.310534019,0.001889536,0.035560859,0.072579505,0.030003999,0.018483926,0.012982939,12.57991415,0.132460517,0.778239822,0.613860374,0.319702331,0.073326176,22.96789069,65.42926797,24.5759059,90.00517387,9.994826126
87,S2,svmRadialS2,20180603_20180603,06/03/2018,06/03/2018,20180628_20180628,06/28/2018,06/28/2018,4,3517|3518|3522|3524,35,25,5471.2,6.56,11.91,11.39,28.64,130.73,3354.27,114.74,5.75,2.78,5.57,0.62,8.71,115.81,388.06,35.75,351.58,836.11,155.78,224.16,579.62,107.94,0.01,28.44,142.32,200.25,141.19,3354.27,636.33,0.65,31.38,24.42,54.41,88.25,919.65,8198.57,3420.1,7596.14,9903.41,1889.55,3127.74,10743.2,24766.55,1265.35,1787.08,284.95,427.71,2021.28,89323.72,98476.72,74447.25,172923.97,9400.63,182324.6,84154.41582,87336,216.6548222,208.7622515,3.000801867,0.003597979,0.006532306,0.0062471,0.015708248,0.071701789,1.839724316,0.062931716,0.003153716,0.001524753,0.003054991,0.000340053,0.004777194,0.063518582,0.212840176,0.019607886,0.192831905,0.458583208,0.085441021,0.12294556,0.317905538,0.059202104,5.48E-06,0.015598553,0.078058583,0.109831586,0.07743881,1.839724316,0.349009404,0.000356507,0.017211062,0.013393695,0.02984238,0.048402684,0.504402587,4.496688872,1.87583025,4.166272681,5.431746457,1.03636591,1.715478877,5.892348043,13.58376763,0.694009475,0.980163949,0.156287193,0.234587105,1.108616171,48.99158973,54.01175705,40.83225741,94.84401447,5.155985533
88,S2,svmRadialS2,20180608_20180608,06/08/2018,06/08/2018,20180703_20180703,07/03/2018,07/03/2018,4,3517|3518|3522|3524,35,25,7317.31,871.88,114.98,7.84,26.73,1954.51,32986.6,118.61,137,23.4,16.02,15.63,806.37,1269.9,455.89,704.68,317.12,316.58,114.93,14184.96,2859.27,302.5,774.46,77.78,102.53,266.31,3463.84,32986.6,1785.52,234.81,113.56,42.27,77.34,1287.48,2974.85,1076.06,522.72,351.39,218.22,130,7022.58,3000.67,24766.55,7965.48,786.15,108.81,237.58,5739.81,101002.28,115976.16,99306.81,215282.97,46755.39,262038.36,84154.41582,87336,311.3780275,300.0347623,2.792457562,0.33272991,0.043879072,0.002991928,0.010200797,0.745886976,12.58846224,0.045264365,0.052282422,0.00892999,0.006113609,0.005964776,0.307729754,0.484623702,0.173978344,0.268922459,0.121020449,0.120814372,0.043859991,5.413314295,1.091164668,0.115441113,0.295552147,0.029682677,0.039127859,0.101630158,1.321882796,12.58846224,0.681396418,0.089609018,0.043337166,0.016131226,0.029514763,0.491332643,1.135272714,0.4106498,0.199482244,0.134098687,0.083277883,0.049611057,2.679981664,1.145126233,9.451497865,3.039814476,0.300013326,0.041524455,0.090666115,2.190446467,38.54484511,44.25922983,37.89781389,82.15704372,17.84295628
89,S2,svmRadialS2,20180613_20180613,06/13/2018,06/13/2018,20180708_20180708,07/08/2018,07/08/2018,4,3517|3518|3522|3524,35,25,19374.89,339.33,345.94,103.57,178.71,37.74,5819.59,1784.69,1726.14,1171.9,358.94,30.76,113.44,1666.98,881.5,533.55,2928.31,6612.23,229.53,105.92,1427.29,436.79,18.64,130.57,2292.65,1146.53,34.1,5819.59,2010.79,22.92,101.25,335.42,177.35,12.6,578.74,8367.87,547.93,1765.2,3306.65,847.22,204.49,4553.77,24766.55,1435.41,2092.95,1266.58,603.61,68.99,64707.47,91411.3,65381.12,156792.42,16631.16,173423.58,84154.41582,87336,206.0778134,198.5705551,11.17200441,0.195665434,0.199476911,0.059720829,0.103048271,0.021761747,3.355708607,1.029093045,0.995331777,0.675744325,0.206973008,0.017736919,0.065412097,0.961218769,0.508293048,0.307657125,1.688530475,3.812762947,0.132352244,0.061075893,0.823008036,0.251863097,0.01074825,0.075289646,1.321994391,0.661115403,0.019662839,3.355708607,1.159467473,0.013216196,0.058383064,0.193410838,0.102264064,0.007265448,0.333714712,4.825105098,0.315948961,1.017854665,1.906689967,0.488526416,0.117913608,2.625807863,14.28095879,0.827690214,1.206842806,0.730338977,0.348055322,0.039781211,37.31180616,52.70984488,37.70024814,90.41009302,9.589906978
90,S2,svmRadialS2,20180618_20180618,06/18/2018,06/18/2018,20180713_20180713,07/13/2018,07/13/2018,4,3517|3518|3522|3524,35,25,28873.05,100.62,756.41,288.56,373.57,2274.43,29963.64,1501.34,620.37,590.13,271.89,158.75,369.26,2335.76,734.78,143.8,1897.13,5455.48,590.41,1016.12,1430.23,830.87,1.5,103.57,2199.59,2816.95,1027.15,29963.64,2758.14,6.3,126.25,293.49,246.73,614.02,1798,2617.84,593.95,1702.13,2359.68,522.88,1062.63,1284.6,24766.55,257,1848.87,683.84,698.56,1891.79,78019.66,112919.16,84396.21,197315.37,43526.54,240841.91,84154.41582,87336,286.1904603,275.7647591,11.98838275,0.041778443,0.314069092,0.119813034,0.155110047,0.944366369,12.44120677,0.623371572,0.257583906,0.245027952,0.112891481,0.065914608,0.153320491,0.969831206,0.305088097,0.059707216,0.787707588,2.265170543,0.245144211,0.421903314,0.59384598,0.344985638,0.000622815,0.043003313,0.913292043,1.169626167,0.426483082,12.44120677,1.145207659,0.002615824,0.052420279,0.12186002,0.102444795,0.254947322,0.746547808,1.086953678,0.246614055,0.706741613,0.979763032,0.217105071,0.441214737,0.533378929,10.28332237,0.106709003,0.767669547,0.283937293,0.290049186,0.785490366,32.39455292,46.88517875,35.04216106,81.92733981,18.07266019
91,S2,svmRadialS2,20180623_20180623,06/23/2018,06/23/2018,20180718_20180718,07/18/2018,07/18/2018,4,3517|3518|3522|3524,35,25,30111.03,311.51,843.98,160.91,324.88,162.31,12551.21,1325.75,246,387.38,227.64,53.85,36.38,1964.81,653.63,80.28,601.99,2982.54,241.18,53.37,1227.03,136.18,22.24,32.9,1321.31,692.61,19.96,12551.21,1187.78,7.21,73.5,169.27,166.3,7.13,398.64,4739.95,1445.87,3141.07,5913.71,1963.08,191.15,6642.79,24766.55,689.07,1913.85,599.53,591.33,122.77,60028.5,92666.28,69425.87,162092.15,21990.97,184083.12,84154.41582,87336,218.7444571,210.7757626,16.35730098,0.169222469,0.45847767,0.0874116,0.176485492,0.088172126,6.818229721,0.720190966,0.133635284,0.210437546,0.123661529,0.02925309,0.019762811,1.067349358,0.355073295,0.043610734,0.32702075,1.620213738,0.131016901,0.028992338,0.666563018,0.073977451,0.012081499,0.017872361,0.717779012,0.376248512,0.010842928,6.818229721,0.645241128,0.003916709,0.039927615,0.091953026,0.090339625,0.00387325,0.216554348,2.574896601,0.785444097,1.706332444,3.212521604,1.066409565,0.103838961,3.608581819,13.45400382,0.374325468,1.039666212,0.325684397,0.321229888,0.066692698,32.60945382,50.33936843,37.71441401,88.05378244,11.94621756
92,S2,svmRadialS2,20180628_20180628,06/28/2018,06/28/2018,20180723_20180723,07/23/2018,07/23/2018,4,3517|3518|3522|3524,35,25,51628.77,798.9,934.35,465.67,565.32,1236.06,26409.37,254.24,1250.63,1527.84,933.91,26.46,145.56,601.97,611.28,87.37,1489.28,5063.68,561.09,116.68,1890.25,664.04,23.04,111.92,2875.9,2398.15,69.37,26409.37,1374.63,18.9,76.75,194.28,240.77,57.14,796.13,1558.81,100.28,378.38,857.53,576.2,127.13,2179.18,24766.55,1034.81,1966.4,659.17,616.38,254.85,53091.08,110703.56,71718.39,182421.95,37653.87,220075.82,84154.41582,87336,261.5142864,251.9875195,23.45953772,0.363011257,0.424558227,0.211595258,0.256875108,0.561651889,12.00012341,0.115523823,0.568272335,0.694233469,0.424358296,0.012023129,0.066140842,0.273528459,0.27775882,0.039699954,0.676712235,2.30087976,0.254953043,0.053018092,0.858908534,0.301732376,0.010469119,0.050855201,1.30677691,1.089692634,0.031520955,12.00012341,0.624616553,0.008587949,0.034874345,0.088278667,0.109403205,0.025963779,0.3617526,0.708305892,0.045566114,0.171931655,0.389652075,0.261818859,0.057766455,0.990195106,11.25364431,0.470206132,0.893510246,0.299519502,0.280076203,0.115801,24.12399508,50.30246394,32.58803716,82.8905011,17.1094989
93,S2,svmRadialS2,20180703_20180703,07/03/2018,07/03/2018,20180728_20180728,07/28/2018,07/28/2018,4,3517|3518|3522|3524,35,25,18959.97,269.79,509.97,96.47,174.05,7.8,7569.74,4893.17,232.88,460.65,1463.18,212.47,21.88,3874.3,370.25,55.45,386.13,637.85,126.66,3.14,209.67,70.61,0.27,13.16,134.54,277.17,0,7569.74,524.78,3.76,48.71,34.18,77.46,0.52,179.48,9805.12,1108.74,2653.16,7644.86,5257.15,62.69,7939.05,24766.55,1460.5,3022.9,829.8,953.6,51.77,55391.37,75245.04,75484.86,150729.9,19687.21,170417.11,84154.41582,87336,202.5052498,195.1281373,11.12562582,0.158311569,0.299248121,0.056608166,0.102131764,0.004577005,4.441889667,2.87129033,0.136652945,0.270307365,0.858587497,0.124676448,0.012839086,2.273421959,0.217261048,0.032537813,0.226579362,0.374287535,0.074323523,0.001842538,0.123033421,0.041433633,0.000158435,0.007722229,0.078947472,0.16264212,0,4.441889667,0.307938563,0.002206351,0.028582811,0.020056672,0.045453182,0.000305134,0.105318063,5.75360068,0.650603686,1.556862454,4.485969748,3.08487217,0.036786212,4.658599128,14.53290107,0.857014885,1.773824236,0.486922939,0.559568226,0.030378405,32.50340884,44.15345384,44.29417915,88.44763299,11.55236701
94,S2,svmRadialS2,20180708_20180708,07/08/2018,07/08/2018,20180802_20180802,08/02/2018,08/02/2018,4,3517|3518|3522|3524,35,25,52095.08,1822.23,1112.79,199.94,670.32,2033.49,49909.8,289.6,764.75,658.37,339.34,50.97,1435.81,1097.24,303.09,326.27,955.24,2292.89,343.78,2121.24,2202.73,236.39,383.15,161.14,1046.69,1722.11,2493.71,49909.8,736.01,102.19,46.51,48.5,151.2,405.23,1728.64,131.82,52.62,78.1,17.26,17.98,190.29,92.08,24766.55,939.97,1055.85,172.61,329.51,1422.39,62690.1,117893.35,93847.7,211741.05,60412.32,272153.37,84154.41582,87336,323.3976106,311.6164812,19.14180963,0.669559962,0.408883417,0.073465928,0.246302296,0.74718531,18.33885063,0.106410588,0.280999644,0.24191139,0.124687047,0.01872841,0.527573846,0.403169727,0.111367351,0.119884608,0.350993265,0.842499213,0.12631848,0.779428158,0.809370834,0.086859112,0.140784588,0.059209261,0.384595642,0.632771882,0.916288488,18.33885063,0.270439422,0.037548681,0.017089629,0.017820834,0.055556909,0.14889766,0.635171264,0.048435924,0.019334686,0.028697054,0.006342012,0.006606569,0.069920134,0.033833864,9.100218013,0.345382458,0.387961391,0.063423797,0.121075113,0.522642802,23.03484245,43.31871768,34.48338707,77.80210475,22.19789525
95,S2,svmRadialS2,20180713_20180713,07/13/2018,07/13/2018,20180807_20180807,08/07/2018,08/07/2018,4,3517|3518|3522|3524,35,25,52169.97,318.5,553.36,145.39,426.83,4.41,14700.51,110.38,879.69,470.84,153.87,6.06,0.99,102.62,662.32,206.13,1424.74,3176.77,441.67,11.08,1113.88,427.97,1.54,74.99,2132.98,3644.92,4.07,14700.51,3407.65,114.91,124.21,151.06,389.7,0.9,1226.53,3900.6,103.61,346.44,335.42,797.5,43.89,2693.2,24766.55,971.61,2060.94,565.25,885.12,24.2,55627.04,112668.01,61107.39,173775.4,22827.92,196603.32,84154.41582,87336,233.6221077,225.1114317,26.53565057,0.162001333,0.28146015,0.073950938,0.217102132,0.002243095,7.477244026,0.056143508,0.447444123,0.239487309,0.078264192,0.003082349,0.000503552,0.052196474,0.336881391,0.104845635,0.724677488,1.61582724,0.224650326,0.005635714,0.566562152,0.21768198,0.000783303,0.038142794,1.084915555,1.853946312,0.002070158,7.477244026,1.733261676,0.05844764,0.063177977,0.076834918,0.198216388,0.000457775,0.623860268,1.98399498,0.052700026,0.176212691,0.170607495,0.405639132,0.02232414,1.369864965,12.5972186,0.494198165,1.048273244,0.287507861,0.450206029,0.01230905,28.29404915,57.30727742,31.08156566,88.38884308,11.61115692
96,S2,svmRadialS2,20180718_20180718,07/18/2018,07/18/2018,20180812_20180812,08/12/2018,08/12/2018,4,3517|3518|3522|3524,35,25,64397.44,714.02,1493.84,356.01,834.32,217.31,33016.9,518.65,492.13,775.16,227.02,162.27,137.68,465.21,1030.84,187.77,1297.23,2212.91,839.06,82.4,1383.75,886.02,45.86,253.38,1538.94,2724.53,24.55,33016.9,2445.26,45.71,108.43,90.58,273.73,36.41,1053.6,171.04,20.45,134.17,89.14,63.7,23.45,79.45,24766.55,941.8,1840.15,266.37,628.97,57.75,45403.54,113426.46,70271.39,183697.85,44174.5,227872.35,84154.41582,87336,270.7788389,260.9145713,28.26031329,0.313342097,0.65556001,0.156232206,0.366134812,0.095364795,14.48920854,0.227605499,0.215967405,0.340172908,0.099625953,0.071210921,0.060419792,0.204153773,0.452376078,0.082401397,0.569279248,0.97111826,0.368214924,0.036160596,0.607247874,0.388822953,0.020125303,0.111193833,0.675351792,1.195638699,0.010773576,14.48920854,1.073083242,0.020059476,0.047583658,0.039750325,0.120124271,0.015978244,0.462364126,0.075059567,0.008974323,0.058879456,0.039118392,0.027954247,0.010290849,0.034866012,10.86860692,0.41330157,0.807535447,0.116894393,0.276018569,0.025343136,19.92498871,49.77631556,30.83805034,80.61436589,19.38563411
97,S2,svmRadialS2,20180723_20180723,07/23/2018,07/23/2018,20180817_20180817,08/17/2018,08/17/2018,4,3517|3518|3522|3524,35,25,66102.55,942.15,952.2,341.32,573.83,29.83,27030.22,852.87,988.46,574.64,154.8,21.27,5,664.89,1400.4,186.01,1380.57,2017.62,429.54,5.06,1087.67,918,2.92,95.7,1983.34,2992.32,0,27030.22,3464.2,76.24,94.42,129.12,371.19,0.26,878.28,1260.61,95.49,163.3,118.59,99.37,37.4,143.61,24766.55,1189.8,1846.68,383.63,562.48,30.59,45553.72,116417.23,66706.01,183123.24,36905.69,220028.93,84154.41582,87336,261.4585674,251.9338303,30.04266303,0.428193693,0.432761274,0.155125056,0.260797523,0.013557308,12.28484818,0.38761721,0.449240925,0.261165657,0.070354385,0.009666911,0.002272428,0.30218299,0.63646176,0.084538883,0.627449309,0.916979417,0.195219783,0.002299698,0.49433045,0.417217863,0.001327098,0.043494281,0.901399648,1.359966619,0,12.28484818,1.574429326,0.034649989,0.042912539,0.058683192,0.168700543,0.000118166,0.399165692,0.572929205,0.043398839,0.074217513,0.053897458,0.045162243,0.016997765,0.06526869,11.25604256,0.540747074,0.839289633,0.174354345,0.255639111,0.013902717,20.70351385,52.90996507,30.31692696,83.22689203,16.77310797
98,S2,svmRadialS2,20180728_20180728,07/28/2018,07/28/2018,20180822_20180822,08/22/2018,08/22/2018,4,3517|3518|3522|3524,35,25,60133.55,727.83,1615.76,335.69,656.54,58.65,29769.1,195.57,805.9,1028.27,305.19,14.96,5.89,776.45,1240.88,146.93,1790.62,1771.44,581.97,14.07,1604.09,942.6,1.41,79.9,1338.69,2132.7,0.49,29769.1,5126.98,85.21,107.9,118.27,439.18,2.07,1251.23,18.59,6.31,58.89,13.73,0.83,36.63,15.23,24766.55,657.1,1451.62,311.75,422.54,19.93,45584.53,110129.1,67706.73,177835.83,40503.48,218339.31,84154.41582,87336,259.4508058,249.9992099,27.54133005,0.333348127,0.740022491,0.153746936,0.300697112,0.02686186,13.63432906,0.089571594,0.3691044,0.470950467,0.139777853,0.006851721,0.002697636,0.35561622,0.568326427,0.067294341,0.820108848,0.811324356,0.266543849,0.006444098,0.734677599,0.431713373,0.000645784,0.036594418,0.613123674,0.976782422,0.000224421,13.63432906,2.348170836,0.039026413,0.049418495,0.054167983,0.201145639,0.000948066,0.573066756,0.008514271,0.002889997,0.026971781,0.006288377,0.000380142,0.01677664,0.006975382,11.34314751,0.300953594,0.664845923,0.142782351,0.193524473,0.009127994,20.87783918,50.43942843,31.00986717,81.44929559,18.55070441
99,S2,svmRadialS2,20180802_20180802,08/02/2018,08/02/2018,20180827_20180827,08/27/2018,08/27/2018,4,3517|3518|3522|3524,35,25,18768.15,100.12,1179.19,55.29,99.06,3816.11,28209.67,205.98,18.24,593.36,288.98,28.7,506.36,1561.78,473,11.21,737.45,1019.67,248.4,765.38,806.43,241.38,2.87,215.72,362.94,1023.2,560.27,28209.67,1596.28,3.92,119.86,51.28,186.14,346.09,983.89,1842.19,30.72,1162.19,419.7,714.14,2075.89,3539.81,24766.55,303.46,2244.91,718.48,436.69,1416.12,87381.85,109530.66,72509.06,182039.72,38409.02,220448.74,84154.41582,87336,261.9574242,252.4145141,8.513611826,0.045416454,0.534904395,0.02508066,0.044935616,1.731064555,12.79647595,0.093436687,0.008274032,0.269160078,0.131087163,0.0130189,0.229695121,0.708454945,0.214562351,0.005085082,0.334522211,0.462542902,0.112679256,0.347191823,0.365812932,0.109494842,0.00130189,0.097854948,0.164636913,0.464144182,0.254149786,12.79647595,0.724104842,0.001778191,0.054370916,0.023261644,0.084436863,0.156993413,0.446312372,0.835654583,0.013935212,0.527192852,0.190384395,0.323948325,0.941665623,1.605729296,11.23460719,0.137655584,1.018336508,0.325917036,0.198091402,0.642380628,39.63817167,49.68531914,32.8915738,82.57689293,17.42310707
100,S2,svmRadialS2,20180807_20180807,08/07/2018,08/07/2018,20180901_20180901,09/01/2018,09/01/2018,4,3517|3518|3522|3524,35,25,31848.46,256.97,1099.88,231.11,126.13,2791.37,57663.47,154.63,60.3,932.67,226.19,63.99,626.31,548.89,622.26,16.51,761.24,984.35,410.56,1225.37,1085.85,568.29,1.57,229.64,347.67,1423.32,1493.34,57663.47,3135.54,15.16,293.72,47.74,181.98,690.15,2250.29,14.26,0.14,14.97,2.53,9.9,40.8,8.45,24766.55,254.78,1243.23,995.87,417.63,1671.2,60961.14,94201.59,98714.52,192916.11,67563.73,260479.84,84154.41582,87336,309.526051,298.2502519,12.22684258,0.098652548,0.422251488,0.088724717,0.048422173,1.071626119,22.13740226,0.059363519,0.023149584,0.35805842,0.086835895,0.024566201,0.240444712,0.210722642,0.238889889,0.006338302,0.292245266,0.377898727,0.157616804,0.470427961,0.416865274,0.218170435,0.000602734,0.088160374,0.133472901,0.546422326,0.573303485,22.13740226,1.203755346,0.005820028,0.112761126,0.018327714,0.069863372,0.264953326,0.86390179,0.005474512,5.37E-05,0.005747086,0.000971284,0.003800678,0.0156634,0.003244013,9.508048684,0.097811792,0.477284538,0.382321334,0.160331026,0.641585161,23.40340043,36.16463754,37.89718237,74.06181991,25.93818009
101,S2,svmRadialS2,20180812_20180812,08/12/2018,08/12/2018,20180906_20180906,09/06/2018,09/06/2018,4,3517|3518|3522|3524,35,25,64731.6,699.6,940.69,243.19,446.11,450.11,24409.19,558.63,473.14,535.34,185.5,41.05,21.66,610.37,799.9,295.64,1302.03,2122.4,326.29,112.21,979.92,444.81,13.62,88.87,568.65,1345.38,44.08,24409.19,3448.45,102.02,233.89,178.89,443.95,43.67,1012.61,313.75,68.41,81.09,9.31,33.07,22.65,41.19,24766.55,817.46,1823.91,766.14,551.5,159.65,47999.07,115541.09,61036.18,176577.27,33539.13,210116.4,84154.41582,87336,249.6795895,240.5839516,30.80749527,0.332958303,0.447699466,0.115740609,0.21231565,0.214219357,11.61698468,0.265866919,0.225179948,0.254782587,0.088284399,0.01953679,0.010308572,0.290491366,0.380693749,0.140702963,0.619670811,1.010106779,0.155290115,0.053403732,0.466370069,0.211696945,0.006482121,0.042295604,0.270635705,0.640302232,0.020978848,11.61698468,1.641209349,0.04855404,0.11131449,0.085138523,0.211287648,0.020783718,0.481928112,0.149321995,0.032558144,0.038592894,0.004430877,0.015738895,0.010779739,0.01960342,11.78706184,0.389051021,0.868047425,0.364626464,0.262473562,0.075981694,22.84403788,54.989087,29.04874631,84.03783332,15.96216668
